Máscara,Tipo,Descrição,Saldo anterior,Tipo Saldo,Débito,Crédito,Saldo atual,Tipo Saldo,Entidade,ID_Entidade
,,7-Empenho - 13001  2024  1501  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  1502  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  1503  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  1504  0  15001002,0,C,"6.000,00","6.000,00",0,C,,
,,7-Empenho - 13001  2024  1506  0  15001002,0,C,"100.000,00","100.000,00",0,C,,
,,7-Empenho - 13001  2024  1507  0  15001002,0,C,"3.330,86","3.330,86",0,C,,
,,7-Empenho - 13001  2024  1508  0  15001002,0,C,"2.052,00","2.052,00",0,C,,
,,7-Empenho - 13001  2024  1509  0  15001002,0,C,"3.123,32","3.123,32",0,C,,
,,7-Empenho - 13001  2024  151  0  15001002,0,C,"2.500,00","2.500,00",0,C,,
,,7-Empenho - 13001  2024  1510  0  16007000,0,C,"58.455,61","58.455,61",0,C,,
,,7-Empenho - 13001  2024  1511  0  16007000,0,C,"106.292,03","106.292,03",0,C,,
,,7-Empenho - 13001  2024  1512  0  16007000,0,C,"20.983,35","20.983,35",0,C,,
,,7-Empenho - 13001  2024  1513  0  16007000,0,C,"27.404,09","27.404,09",0,C,,
,,7-Empenho - 13001  2024  1514  0  16007000,0,C,"2.770,57","2.770,57",0,C,,
,,7-Empenho - 13001  2024  1515  0  16007000,0,C,"1.715,86","1.715,86",0,C,,
,,7-Empenho - 13001  2024  1516  0  15001002,0,C,"12.384,17","12.384,17",0,C,,
,,7-Empenho - 13001  2024  1517  0  15001002,0,C,"57.620,65","57.620,65",0,C,,
,,7-Empenho - 13001  2024  1518  0  15001002,0,C,"19.321,37","19.321,37",0,C,,
,,7-Empenho - 13001  2024  1519  0  15001002,0,C,"8.959,10","8.959,10",0,C,,
,,7-Empenho - 13001  2024  152  0  15001002,0,C,940,940,0,C,,
,,7-Empenho - 13001  2024  1520  0  15001002,0,C,"1.107,71","1.107,71",0,C,,
,,7-Empenho - 13001  2024  1521  0  15001002,0,C,"1.962,15","1.962,15",0,C,,
,,7-Empenho - 13001  2024  1522  0  16007000,0,C,"34.211,39","34.211,39",0,C,,
,,7-Empenho - 13001  2024  1523  0  16007000,0,C,"1.078,94","1.078,94",0,C,,
,,7-Empenho - 13001  2024  1524  0  16007000,0,C,"3.875,77","3.875,77",0,C,,
,,7-Empenho - 13001  2024  1525  0  16007000,0,C,"282,4","282,4",0,C,,
,,7-Empenho - 13001  2024  1526  0  16007000,0,C,"7.578,64","7.578,64",0,C,,
,,7-Empenho - 13001  2024  1527  0  16007000,0,C,"13.004,52","13.004,52",0,C,,
,,7-Empenho - 13001  2024  1528  0  16007000,0,C,"2.326,44","2.326,44",0,C,,
,,7-Empenho - 13001  2024  1529  0  16007000,0,C,"3.999,61","3.999,61",0,C,,
,,7-Empenho - 13001  2024  153  0  15001002,0,C,"2.322,28","2.322,28",0,C,,
,,7-Empenho - 13001  2024  1530  0  15001002,0,C,"5.622,84","5.622,84",0,C,,
,,7-Empenho - 13001  2024  1531  0  15001002,0,C,"2.201,42","2.201,42",0,C,,
,,7-Empenho - 13001  2024  1532  0  15001002,0,C,"1.282,31","1.282,31",0,C,,
,,7-Empenho - 13001  2024  1533  0  16007000,0,C,"2.346,75","2.346,75",0,C,,
,,7-Empenho - 13001  2024  1534  0  16007000,0,C,"441,59","441,59",0,C,,
,,7-Empenho - 13001  2024  1535  0  15001002,0,C,"976,04","976,04",0,C,,
,,7-Empenho - 13001  2024  1536  0  15001002,0,C,772,772,0,C,,
,,7-Empenho - 13001  2024  1537  0  15001002,0,C,380,380,0,C,,
,,7-Empenho - 13001  2024  1538  0  15001002,0,C,"3.200,00","3.200,00",0,C,,
,,7-Empenho - 13001  2024  1539  0  15001002,0,C,"5.470,00","5.470,00",0,C,,
,,7-Empenho - 13001  2024  154  0  15001002,0,C,"4.535,78","4.535,78",0,C,,
,,7-Empenho - 13001  2024  1540  0  15001002,0,C,"66,47","27.696,31","27.629,84",C,,
,,7-Empenho - 13001  2024  1541  0  15001002,0,C,"363,2","363,2",0,C,,
,,7-Empenho - 13001  2024  1542  0  15001002,0,C,"15,13","15,13",0,C,,
,,7-Empenho - 13001  2024  1543  0  15001002,0,C,"469,8","469,8",0,C,,
,,7-Empenho - 13001  2024  1544  0  15001002,0,C,900,900,0,C,,
,,7-Empenho - 13001  2024  1545  0  15001002,0,C,"1.500,00","1.500,00",0,C,,
,,7-Empenho - 13001  2024  1546  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1547  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1548  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1549  0  15001002,0,C,800,800,0,C,,
,,7-Empenho - 13001  2024  155  0  15001002,0,C,"886,39","886,39",0,C,,
,,7-Empenho - 13001  2024  1550  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1551  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1552  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1553  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1554  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1555  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  1556  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  1557  0  15001002,0,C,700,700,0,C,,
,,7-Empenho - 13001  2024  1558  0  15001002,0,C,"1.500,00","1.500,00",0,C,,
,,7-Empenho - 13001  2024  1559  0  15001002,0,C,120,120,0,C,,
,,7-Empenho - 13001  2024  156  0  15001002,0,C,"976,8","976,8",0,C,,
,,7-Empenho - 13001  2024  1560  0  16007000,0,C,"1.200,00","1.200,00",0,C,,
,,7-Empenho - 13001  2024  1561  0  16007000,0,C,"71,4","5.950,00","5.878,60",C,,
,,7-Empenho - 13001  2024  1562  0  15001002,0,C,"1,22","1,22",0,C,,
,,7-Empenho - 13001  2024  1563  0  15001002,0,C,0,100,100,C,,
,,7-Empenho - 13001  2024  1564  0  15001002,0,C,0,100,100,C,,
,,7-Empenho - 13001  2024  1565  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  1566  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  1567  0  15001002,0,C,0,200,200,C,,
,,7-Empenho - 13001  2024  1568  0  15001002,0,C,0,250,250,C,,
,,7-Empenho - 13001  2024  1569  0  15001002,0,C,"15,19","1.265,60","1.250,41",C,,
,,7-Empenho - 13001  2024  157  0  16217000,0,C,"2.190,00","2.190,00",0,C,,
,,7-Empenho - 13001  2024  1570  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  1571  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  1572  0  15001002,0,C,"149,37","149,37",0,C,,
,,7-Empenho - 13001  2024  1573  0  15001002,0,C,"149,37","149,37",0,C,,
,,7-Empenho - 13001  2024  1574  0  15001002,0,C,0,80,80,C,,
,,7-Empenho - 13001  2024  1575  0  15001002,0,C,0,"1.056,00","1.056,00",C,,
,,7-Empenho - 13001  2024  1576  0  15001002,0,C,390,390,0,C,,
,,7-Empenho - 13001  2024  1577  0  16007000,0,C,"654,93","18.397,55","17.742,62",C,,
,,7-Empenho - 13001  2024  1578  0  16007000,0,C,"89,69","2.519,54","2.429,85",C,,
,,7-Empenho - 13001  2024  1579  0  16007000,0,C,"114,28","3.211,53","3.097,25",C,,
,,7-Empenho - 13001  2024  158  0  15001002,0,C,880,880,0,C,,
,,7-Empenho - 13001  2024  1580  0  16007000,0,C,"21,79","611,95","590,16",C,,
,,7-Empenho - 13001  2024  1581  0  16007000,0,C,"1.435,80","23.157,41","21.721,61",C,,
,,7-Empenho - 13001  2024  1582  0  16007000,0,C,"8,64","139,4","130,76",C,,
,,7-Empenho - 13001  2024  1583  0  16007000,0,C,"97,43","1.570,80","1.473,37",C,,
,,7-Empenho - 13001  2024  1584  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  1585  0  15001002,0,C,0,105,105,C,,
,,7-Empenho - 13001  2024  1586  0  15001002,0,C,0,216,216,C,,
,,7-Empenho - 13001  2024  1587  0  15001002,0,C,0,216,216,C,,
,,7-Empenho - 13001  2024  1588  0  15001002,0,C,0,216,216,C,,
,,7-Empenho - 13001  2024  1589  0  15001002,0,C,0,216,216,C,,
,,7-Empenho - 13001  2024  159  0  15001002,0,C,"5.648,98","5.648,98",0,C,,
,,7-Empenho - 13001  2024  1590  0  16007000,0,C,27,"2.250,00","2.223,00",C,,
,,7-Empenho - 13001  2024  1591  0  16007000,0,C,"1,32","109,8","108,48",C,,
,,7-Empenho - 13001  2024  1592  0  16007000,0,C,"1,07","89,4","88,33",C,,
,,7-Empenho - 13001  2024  1593  0  16007000,0,C,"18,82","1.568,47","1.549,65",C,,
,,7-Empenho - 13001  2024  1594  0  16007000,0,C,"8,64",720,"711,36",C,,
,,7-Empenho - 13001  2024  1595  0  16007000,0,C,"1,31",109,"107,69",C,,
,,7-Empenho - 13001  2024  1596  0  15001002,0,C,"100,64","100,64",0,C,,
,,7-Empenho - 13001  2024  1597  0  15001002,0,C,"893,51","893,51",0,C,,
,,7-Empenho - 13001  2024  1598  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  1599  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  16  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  160  0  15001002,0,C,395,395,0,C,,
,,7-Empenho - 13001  2024  1600  0  16007000,0,C,"1,44",120,"118,56",C,,
,,7-Empenho - 13001  2024  1601  0  16007000,0,C,"2,06",172,"169,94",C,,
,,7-Empenho - 13001  2024  1603  0  16007000,0,C,"7,49",624,"616,51",C,,
,,7-Empenho - 13001  2024  1605  0  16007000,0,C,"8,61","717,6","708,99",C,,
,,7-Empenho - 13001  2024  1606  0  16007000,0,C,"8,16",680,"671,84",C,,
,,7-Empenho - 13001  2024  1607  0  16007000,0,C,0,"2.016,00","2.016,00",C,,
,,7-Empenho - 13001  2024  1609  0  16007000,0,C,"14,99","1.249,50","1.234,51",C,,
,,7-Empenho - 13001  2024  161  0  15001002,0,C,"11.785,26","11.785,26",0,C,,
,,7-Empenho - 13001  2024  1610  0  16007000,0,C,"1,17","97,8","96,63",C,,
,,7-Empenho - 13001  2024  1611  0  16007000,0,C,"1,68","140,4","138,72",C,,
,,7-Empenho - 13001  2024  1613  0  15001002,0,C,"7,16","596,98","589,82",C,,
,,7-Empenho - 13001  2024  1614  0  15001002,0,C,0,"134,8","134,8",C,,
,,7-Empenho - 13001  2024  1615  0  15001002,0,C,0,60,60,C,,
,,7-Empenho - 13001  2024  1616  0  15001002,0,C,0,"187,8","187,8",C,,
,,7-Empenho - 13001  2024  1617  0  15001002,0,C,0,370,370,C,,
,,7-Empenho - 13001  2024  1618  0  15001002,0,C,0,56,56,C,,
,,7-Empenho - 13001  2024  1619  0  15001002,0,C,0,74,74,C,,
,,7-Empenho - 13001  2024  162  0  15001002,0,C,"2.394,00","2.394,00",0,C,,
,,7-Empenho - 13001  2024  1620  0  15001002,0,C,0,74,74,C,,
,,7-Empenho - 13001  2024  1621  0  15001002,0,C,0,45,45,C,,
,,7-Empenho - 13001  2024  1622  0  15001002,0,C,0,98,98,C,,
,,7-Empenho - 13001  2024  1623  0  15001002,0,C,0,125,125,C,,
,,7-Empenho - 13001  2024  1624  0  15001002,0,C,0,45,45,C,,
,,7-Empenho - 13001  2024  1625  0  15001002,0,C,0,74,74,C,,
,,7-Empenho - 13001  2024  1626  0  15001002,0,C,0,296,296,C,,
,,7-Empenho - 13001  2024  1627  0  15001002,0,C,"5.470,00","5.470,00",0,C,,
,,7-Empenho - 13001  2024  1628  0  15001002,0,C,0,"325,5","325,5",C,,
,,7-Empenho - 13001  2024  1629  0  15001002,0,C,"12,06","12,06",0,C,,
,,7-Empenho - 13001  2024  163  0  15001002,0,C,"1.075,00","1.075,00",0,C,,
,,7-Empenho - 13001  2024  1630  0  15001002,0,C,0,"1.168,00","1.168,00",C,,
,,7-Empenho - 13001  2024  1631  0  16217000,0,C,"141.950,00","141.950,00",0,C,,
,,7-Empenho - 13001  2024  1632  0  15001002,0,C,"1.300,00","1.300,00",0,C,,
,,7-Empenho - 13001  2024  1636  0  15001002,0,C,0,"15.680,00","15.680,00",C,,
,,7-Empenho - 13001  2024  1638  0  16217000,0,C,"57,6","4.800,00","4.742,40",C,,
,,7-Empenho - 13001  2024  164  0  16217000,0,C,"1.350,00","1.350,00",0,C,,
,,7-Empenho - 13001  2024  1640  0  16217000,0,C,"3,65",304,"300,35",C,,
,,7-Empenho - 13001  2024  1641  0  15001002,0,C,"48,1","4.008,00","3.959,90",C,,
,,7-Empenho - 13001  2024  1644  0  16217000,0,C,"1,27","106,2","104,93",C,,
,,7-Empenho - 13001  2024  1645  0  15001002,0,C,"2,99","2,99",0,C,,
,,7-Empenho - 13001  2024  1646  0  15001002,0,C,"14.155,04","14.155,04",0,C,,
,,7-Empenho - 13001  2024  1647  0  15001002,0,C,"6.000,00","6.000,00",0,C,,
,,7-Empenho - 13001  2024  1648  0  15001002,0,C,"100.000,00","100.000,00",0,C,,
,,7-Empenho - 13001  2024  1649  0  16217000,0,C,0,"363,28","363,28",C,,
,,7-Empenho - 13001  2024  165  0  15001002,0,C,"1.512,54","1.512,54",0,C,,
,,7-Empenho - 13001  2024  1652  0  16217000,0,C,"5,15",429,"423,85",C,,
,,7-Empenho - 13001  2024  1653  0  16217000,0,C,"3,69","307,8","304,11",C,,
,,7-Empenho - 13001  2024  1654  0  15001002,0,C,"468,92","468,92",0,C,,
,,7-Empenho - 13001  2024  1655  0  15001002,0,C,"471,77","471,77",0,C,,
,,7-Empenho - 13001  2024  1656  0  15001002,0,C,"59,31","59,31",0,C,,
,,7-Empenho - 13001  2024  1657  0  15001002,0,C,"2.074,14","2.074,14",0,C,,
,,7-Empenho - 13001  2024  1658  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  1659  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  166  0  15001002,0,C,"1.603,01","1.603,01",0,C,,
,,7-Empenho - 13001  2024  1660  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  1662  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  1663  0  15001002,0,C,0,50,50,C,,
,,7-Empenho - 13001  2024  1664  0  15001002,0,C,"13,13","5.470,00","5.456,87",C,,
,,7-Empenho - 13001  2024  1666  0  15001002,0,C,"1,95","439,82","437,87",C,,
,,7-Empenho - 13001  2024  167  0  16217000,0,C,295,295,0,C,,
,,7-Empenho - 13001  2024  1677  0  15001002,0,C,0,380,380,C,,
,,7-Empenho - 13001  2024  168  0  16217000,0,C,"1.260,00","1.260,00",0,C,,
,,7-Empenho - 13001  2024  1680  0  15001002,0,C,"828,15","828,15",0,C,,
,,7-Empenho - 13001  2024  1681  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  1682  0  15001002,0,C,"2.835,58","2.835,58",0,C,,
,,7-Empenho - 13001  2024  1684  0  15001002,0,C,0,"4.135,00","4.135,00",C,,
,,7-Empenho - 13001  2024  1685  0  15001002,0,C,"1.033,54","1.033,54",0,C,,
,,7-Empenho - 13001  2024  1686  0  15001002,0,C,"269,74","269,74",0,C,,
,,7-Empenho - 13001  2024  1687  0  16217000,0,C,"317,4","317,4",0,C,,
,,7-Empenho - 13001  2024  1688  0  16007000,0,C,"61.032,91","61.032,91",0,C,,
,,7-Empenho - 13001  2024  1689  0  16007000,0,C,"106.027,77","106.027,77",0,C,,
,,7-Empenho - 13001  2024  169  0  15001002,0,C,"558,62","558,62",0,C,,
,,7-Empenho - 13001  2024  1690  0  16007000,0,C,"3.302,94","3.302,94",0,C,,
,,7-Empenho - 13001  2024  1691  0  16007000,0,C,"31.553,57","31.553,57",0,C,,
,,7-Empenho - 13001  2024  1692  0  16007000,0,C,"20.983,35","20.983,35",0,C,,
,,7-Empenho - 13001  2024  1693  0  16007000,0,C,"1.715,86","1.715,86",0,C,,
,,7-Empenho - 13001  2024  1694  0  15001002,0,C,"52.716,12","52.716,12",0,C,,
,,7-Empenho - 13001  2024  1695  0  15001002,0,C,"9.133,69","9.133,69",0,C,,
,,7-Empenho - 13001  2024  1696  0  15001002,0,C,"19.321,37","19.321,37",0,C,,
,,7-Empenho - 13001  2024  1697  0  15001002,0,C,"1.088,67","1.088,67",0,C,,
,,7-Empenho - 13001  2024  1698  0  15001002,0,C,"16.052,83","16.052,83",0,C,,
,,7-Empenho - 13001  2024  1699  0  15001002,0,C,"1.112,65","1.112,65",0,C,,
,,7-Empenho - 13001  2024  17  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  170  0  15001002,0,C,"1.640,00","1.640,00",0,C,,
,,7-Empenho - 13001  2024  1700  0  16007000,0,C,"35.483,70","35.483,70",0,C,,
,,7-Empenho - 13001  2024  1701  0  16007000,0,C,"1.403,76","1.403,76",0,C,,
,,7-Empenho - 13001  2024  1702  0  16007000,0,C,"3.875,77","3.875,77",0,C,,
,,7-Empenho - 13001  2024  1703  0  15001002,0,C,"3.337,65","3.337,65",0,C,,
,,7-Empenho - 13001  2024  1704  0  15001002,0,C,"1.807,76","1.807,76",0,C,,
,,7-Empenho - 13001  2024  1705  0  15001002,0,C,"669,65","669,65",0,C,,
,,7-Empenho - 13001  2024  1706  0  16007000,0,C,"6.024,53","6.839,37","814,84",C,,
,,7-Empenho - 13001  2024  1707  0  16007000,0,C,0,"10.562,60","10.562,60",C,,
,,7-Empenho - 13001  2024  1708  0  16007000,0,C,0,"3.243,50","3.243,50",C,,
,,7-Empenho - 13001  2024  1709  0  16007000,0,C,0,"2.326,44","2.326,44",C,,
,,7-Empenho - 13001  2024  171  0  15001002,0,C,"1.074,74","1.074,74",0,C,,
,,7-Empenho - 13001  2024  1710  0  15001002,0,C,"1.254,22","5.247,28","3.993,06",C,,
,,7-Empenho - 13001  2024  1711  0  15001002,0,C,0,"2.201,42","2.201,42",C,,
,,7-Empenho - 13001  2024  1712  0  15001002,0,C,0,"1.310,23","1.310,23",C,,
,,7-Empenho - 13001  2024  1713  0  16007000,0,C,"1.702,61","2.044,98","342,37",C,,
,,7-Empenho - 13001  2024  1714  0  16007000,0,C,0,"441,59","441,59",C,,
,,7-Empenho - 13001  2024  172  0  16217000,0,C,408,408,0,C,,
,,7-Empenho - 13001  2024  1728  0  15001002,0,C,"60,1","25.042,27","24.982,17",C,,
,,7-Empenho - 13001  2024  1729  0  16217000,0,C,"8.320,00","8.320,00",0,C,,
,,7-Empenho - 13001  2024  173  0  15001002,0,C,"1.064,00","1.064,00",0,C,,
,,7-Empenho - 13001  2024  1730  0  15001002,0,C,437,437,0,C,,
,,7-Empenho - 13001  2024  1731  0  16217000,0,C,"24,6","24,6",0,C,,
,,7-Empenho - 13001  2024  1732  0  17597000,0,C,"8,9","8,9",0,C,,
,,7-Empenho - 13001  2024  174  0  15001002,0,C,"2.224,17","2.224,17",0,C,,
,,7-Empenho - 13001  2024  175  0  16217000,0,C,798,798,0,C,,
,,7-Empenho - 13001  2024  176  0  15001002,0,C,"2.522,00","2.522,00",0,C,,
,,7-Empenho - 13001  2024  177  0  16007000,0,C,456,456,0,C,,
,,7-Empenho - 13001  2024  178  0  15001002,0,C,"1.268,32","1.268,32",0,C,,
,,7-Empenho - 13001  2024  179  0  15001002,0,C,"3.643,20","3.643,20",0,C,,
,,7-Empenho - 13001  2024  18  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  180  0  16217000,0,C,360,360,0,C,,
,,7-Empenho - 13001  2024  181  0  15001002,0,C,"509,81","509,81",0,C,,
,,7-Empenho - 13001  2024  182  0  16217000,0,C,"187,5","187,5",0,C,,
,,7-Empenho - 13001  2024  184  0  16217000,0,C,"210,4","210,4",0,C,,
,,7-Empenho - 13001  2024  185  0  16217000,0,C,"4.006,80","4.006,80",0,C,,
,,7-Empenho - 13001  2024  186  0  15001002,0,C,"1.372,80","1.372,80",0,C,,
,,7-Empenho - 13001  2024  188  0  15001002,0,C,"1.299,00","1.428,90","129,9",C,,
,,7-Empenho - 13001  2024  189  0  15001002,0,C,389,389,0,C,,
,,7-Empenho - 13001  2024  19  0  15001002,0,C,600,600,0,C,,
,,7-Empenho - 13001  2024  190  0  15001002,0,C,"1.660,00","1.660,00",0,C,,
,,7-Empenho - 13001  2024  191  0  16007000,0,C,"8.250,00","8.250,00",0,C,,
,,7-Empenho - 13001  2024  192  0  16217000,0,C,"224,4","224,4",0,C,,
,,7-Empenho - 13001  2024  193  0  16007000,0,C,"211.928,36","211.928,36",0,C,,
,,7-Empenho - 13001  2024  194  0  15001002,0,C,"4.845,00","4.845,00",0,C,,
,,7-Empenho - 13001  2024  195  0  15001002,0,C,"4.550,00","4.550,00",0,C,,
,,7-Empenho - 13001  2024  197  0  16217000,0,C,"12.715,45","12.715,45",0,C,,
,,7-Empenho - 13001  2024  198  0  15001002,0,C,"521,6","521,6",0,C,,
,,7-Empenho - 13001  2024  199  0  16007000,0,C,"10,16","10,16",0,C,,
,,7-Empenho - 13001  2024  2  0  16007000,0,C,"660,8","660,8",0,C,,
,,7-Empenho - 13001  2024  20  0  16007000,0,C,"1.200,00","1.200,00",0,C,,
,,7-Empenho - 13001  2024  200  0  15001002,0,C,400,400,0,C,,
,,7-Empenho - 13001  2024  201  0  15001002,0,C,140,140,0,C,,
,,7-Empenho - 13001  2024  202  0  15001002,0,C,"319,99","319,99",0,C,,
,,7-Empenho - 13001  2024  203  0  15001002,0,C,120,120,0,C,,
,,7-Empenho - 13001  2024  204  0  15001002,0,C,"7.584,00","7.584,00",0,C,,
,,7-Empenho - 13001  2024  205  0  15001002,0,C,150,150,0,C,,
,,7-Empenho - 13001  2024  206  0  15001002,0,C,"1.210,00","1.210,00",0,C,,
,,7-Empenho - 13001  2024  207  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  208  0  16217000,0,C,"304,59","304,59",0,C,,
,,7-Empenho - 13001  2024  209  0  16217000,0,C,"15.247,87","15.247,87",0,C,,
,,7-Empenho - 13001  2024  21  0  15001002,0,C,"1.380,00","1.380,00",0,C,,
,,7-Empenho - 13001  2024  210  0  16217000,0,C,"3.151,08","3.151,08",0,C,,
,,7-Empenho - 13001  2024  211  0  16217000,0,C,"2.449,67","2.449,67",0,C,,
,,7-Empenho - 13001  2024  212  0  16217000,0,C,"125,46","125,46",0,C,,
,,7-Empenho - 13001  2024  213  0  16217000,0,C,"2.092,30","2.092,30",0,C,,
,,7-Empenho - 13001  2024  214  0  16217000,0,C,"20.310,16","20.310,16",0,C,,
,,7-Empenho - 13001  2024  215  0  15001002,0,C,"12.681,63","12.681,63",0,C,,
,,7-Empenho - 13001  2024  216  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  217  0  15001002,0,C,"70,25","70,25",0,C,,
,,7-Empenho - 13001  2024  218  0  15001002,0,C,"800,57","800,57",0,C,,
,,7-Empenho - 13001  2024  219  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  22  0  16007000,0,C,720,720,0,C,,
,,7-Empenho - 13001  2024  220  0  15001002,0,C,"14.625,00","14.625,00",0,C,,
,,7-Empenho - 13001  2024  221  0  15001002,0,C,390,390,0,C,,
,,7-Empenho - 13001  2024  222  0  15001002,0,C,"100.000,00","100.000,00",0,C,,
,,7-Empenho - 13001  2024  223  0  15001002,0,C,"5.250,00","5.250,00",0,C,,
,,7-Empenho - 13001  2024  224  0  16007000,0,C,"1.260,00","1.260,00",0,C,,
,,7-Empenho - 13001  2024  225  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  226  0  15001002,0,C,"1.569,91","1.569,91",0,C,,
,,7-Empenho - 13001  2024  227  0  15001002,0,C,"2.442,42","2.442,42",0,C,,
,,7-Empenho - 13001  2024  228  0  15001002,0,C,150,150,0,C,,
,,7-Empenho - 13001  2024  229  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  23  0  16007000,0,C,"4.000,00","4.000,00",0,C,,
,,7-Empenho - 13001  2024  230  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  231  0  16007000,0,C,"76.310,21","76.310,21",0,C,,
,,7-Empenho - 13001  2024  232  0  16007000,0,C,"99.130,63","99.130,63",0,C,,
,,7-Empenho - 13001  2024  233  0  16007000,0,C,"19.622,96","19.622,96",0,C,,
,,7-Empenho - 13001  2024  234  0  16007000,0,C,"27.359,30","27.359,30",0,C,,
,,7-Empenho - 13001  2024  235  0  16007000,0,C,"2.804,84","2.804,84",0,C,,
,,7-Empenho - 13001  2024  236  0  16007000,0,C,"2.188,97","2.188,97",0,C,,
,,7-Empenho - 13001  2024  237  0  16007000,0,C,"304,99","304,99",0,C,,
,,7-Empenho - 13001  2024  238  0  15001002,0,C,"11.866,10","11.866,10",0,C,,
,,7-Empenho - 13001  2024  239  0  15001002,0,C,"49.836,45","49.836,45",0,C,,
,,7-Empenho - 13001  2024  24  0  16007000,0,C,"1.740,00","1.740,00",0,C,,
,,7-Empenho - 13001  2024  240  0  15001002,0,C,"23.325,77","23.325,77",0,C,,
,,7-Empenho - 13001  2024  241  0  15001002,0,C,"8.534,69","8.534,69",0,C,,
,,7-Empenho - 13001  2024  242  0  15001002,0,C,"712,72","712,72",0,C,,
,,7-Empenho - 13001  2024  243  0  15001002,0,C,"1.796,89","1.796,89",0,C,,
,,7-Empenho - 13001  2024  244  0  16007000,0,C,"31.162,33","31.162,33",0,C,,
,,7-Empenho - 13001  2024  245  0  16007000,0,C,"618,45","618,45",0,C,,
,,7-Empenho - 13001  2024  246  0  16007000,0,C,"3.658,80","3.658,80",0,C,,
,,7-Empenho - 13001  2024  247  0  16007000,0,C,"9.819,82","9.819,82",0,C,,
,,7-Empenho - 13001  2024  248  0  16007000,0,C,"7.584,85","7.584,85",0,C,,
,,7-Empenho - 13001  2024  249  0  16007000,0,C,"9.950,60","9.950,60",0,C,,
,,7-Empenho - 13001  2024  25  0  16007000,0,C,"3.467,00","3.467,00",0,C,,
,,7-Empenho - 13001  2024  250  0  16007000,0,C,"2.123,57","2.123,57",0,C,,
,,7-Empenho - 13001  2024  251  0  16007000,0,C,"2.930,59","2.930,59",0,C,,
,,7-Empenho - 13001  2024  252  0  15001002,0,C,"4.855,77","4.855,77",0,C,,
,,7-Empenho - 13001  2024  253  0  15001002,0,C,"2.264,07","2.264,07",0,C,,
,,7-Empenho - 13001  2024  254  0  15001002,0,C,"1.196,32","1.196,32",0,C,,
,,7-Empenho - 13001  2024  255  0  16007000,0,C,"2.146,26","2.146,26",0,C,,
,,7-Empenho - 13001  2024  256  0  16007000,0,C,"407,68","407,68",0,C,,
,,7-Empenho - 13001  2024  257  0  15001002,0,C,969,969,0,C,,
,,7-Empenho - 13001  2024  258  0  15001002,0,C,"306,5","306,5",0,C,,
,,7-Empenho - 13001  2024  259  0  17597000,0,C,18,18,0,C,,
,,7-Empenho - 13001  2024  26  0  15001002,0,C,"2.220,00","2.220,00",0,C,,
