Máscara,Tipo,Descrição,Saldo anterior,Tipo Saldo,Débito,Crédito,Saldo atual,Tipo Saldo,Entidade,ID_Entidade
,,7-Empenho - 13001  2024  261  0  15001002,0,C,80,80,0,C,,
,,7-Empenho - 13001  2024  262  0  15001002,0,C,"8.294,40","8.294,40",0,C,,
,,7-Empenho - 13001  2024  263  0  15001002,0,C,"5.850,00","5.850,00",0,C,,
,,7-Empenho - 13001  2024  264  0  15001002,0,C,"22.689,28","22.689,28",0,C,,
,,7-Empenho - 13001  2024  265  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  266  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  267  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  268  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  269  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  27  0  15001002,0,C,"16.903,35","16.903,35",0,C,,
,,7-Empenho - 13001  2024  270  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  271  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  272  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  273  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  274  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  275  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  276  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  277  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  278  0  15001002,0,C,"1.800,00","1.800,00",0,C,,
,,7-Empenho - 13001  2024  279  0  16007000,0,C,"1.200,00","1.200,00",0,C,,
,,7-Empenho - 13001  2024  28  0  15001002,0,C,"3.040,00","3.040,00",0,C,,
,,7-Empenho - 13001  2024  280  0  16217000,0,C,"3,48","3,48",0,C,,
,,7-Empenho - 13001  2024  281  0  15001002,0,C,"7.584,00","7.584,00",0,C,,
,,7-Empenho - 13001  2024  282  0  15001002,0,C,"6.000,00","6.000,00",0,C,,
,,7-Empenho - 13001  2024  283  0  15001002,0,C,"577,41","577,41",0,C,,
,,7-Empenho - 13001  2024  284  0  15001002,0,C,670,670,0,C,,
,,7-Empenho - 13001  2024  285  0  15001002,0,C,200,200,0,C,,
,,7-Empenho - 13001  2024  286  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  287  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  288  0  15001002,0,C,"2.336,60","2.336,60",0,C,,
,,7-Empenho - 13001  2024  289  0  15001002,0,C,"1.064,50","1.064,50",0,C,,
,,7-Empenho - 13001  2024  29  0  15001002,0,C,"23.400,00","23.400,00",0,C,,
,,7-Empenho - 13001  2024  290  0  15001002,0,C,"14.192,22","14.192,22",0,C,,
,,7-Empenho - 13001  2024  291  0  16217000,0,C,"20.395,06","20.395,06",0,C,,
,,7-Empenho - 13001  2024  292  0  16217000,0,C,"586,28","586,28",0,C,,
,,7-Empenho - 13001  2024  293  0  16217000,0,C,"5.678,29","5.678,29",0,C,,
,,7-Empenho - 13001  2024  294  0  16217000,0,C,"21.601,45","21.601,45",0,C,,
,,7-Empenho - 13001  2024  295  0  16217000,0,C,"2.295,32","2.295,32",0,C,,
,,7-Empenho - 13001  2024  296  0  16217000,0,C,"153,34","153,34",0,C,,
,,7-Empenho - 13001  2024  297  0  15001002,0,C,"298,74","298,74",0,C,,
,,7-Empenho - 13001  2024  298  0  15001002,0,C,"16.025,40","16.025,40",0,C,,
,,7-Empenho - 13001  2024  299  0  16217000,0,C,"490,39","490,39",0,C,,
,,7-Empenho - 13001  2024  3  0  16007000,0,C,"97,2","97,2",0,C,,
,,7-Empenho - 13001  2024  30  0  15001002,0,C,"7.584,00","7.584,00",0,C,,
,,7-Empenho - 13001  2024  300  0  16007000,0,C,"451,2","451,2",0,C,,
,,7-Empenho - 13001  2024  301  0  15001002,0,C,"3.690,78","3.690,78",0,C,,
,,7-Empenho - 13001  2024  302  0  16217000,0,C,245,245,0,C,,
,,7-Empenho - 13001  2024  303  0  16217000,0,C,"3.075,00","3.075,00",0,C,,
,,7-Empenho - 13001  2024  304  0  15001002,0,C,"4.721,28","4.721,28",0,C,,
,,7-Empenho - 13001  2024  305  0  16007000,0,C,"779,35","779,35",0,C,,
,,7-Empenho - 13001  2024  306  0  16007000,0,C,"2.364,00","2.364,00",0,C,,
,,7-Empenho - 13001  2024  307  0  16217000,0,C,"1.723,08","1.723,08",0,C,,
,,7-Empenho - 13001  2024  308  0  15001002,0,C,"9.291,99","9.291,99",0,C,,
,,7-Empenho - 13001  2024  309  0  16217000,0,C,"751,54","751,54",0,C,,
,,7-Empenho - 13001  2024  31  0  16007000,0,C,"1.484,41","1.484,41",0,C,,
,,7-Empenho - 13001  2024  310  0  16217000,0,C,"479,15","479,15",0,C,,
,,7-Empenho - 13001  2024  311  0  15001002,0,C,"5.509,73","5.509,73",0,C,,
,,7-Empenho - 13001  2024  312  0  16217000,0,C,"1.897,48","1.897,48",0,C,,
,,7-Empenho - 13001  2024  313  0  16007000,0,C,"12.026,93","12.026,93",0,C,,
,,7-Empenho - 13001  2024  314  0  15001002,0,C,"2.934,80","2.934,80",0,C,,
,,7-Empenho - 13001  2024  315  0  15001002,0,C,"5.231,15","5.231,15",0,C,,
,,7-Empenho - 13001  2024  316  0  16217000,0,C,875,875,0,C,,
,,7-Empenho - 13001  2024  317  0  15001002,0,C,"4.842,89","4.842,89",0,C,,
,,7-Empenho - 13001  2024  318  0  16217000,0,C,"574,2","574,2",0,C,,
,,7-Empenho - 13001  2024  319  0  15001002,0,C,"1.770,43","1.770,43",0,C,,
,,7-Empenho - 13001  2024  32  0  16007000,0,C,"3.510,00","3.510,00",0,C,,
,,7-Empenho - 13001  2024  320  0  16217000,0,C,73,73,0,C,,
,,7-Empenho - 13001  2024  321  0  15001002,0,C,"6.780,00","6.780,00",0,C,,
,,7-Empenho - 13001  2024  322  0  15001002,0,C,"1.049,36","1.049,36",0,C,,
,,7-Empenho - 13001  2024  323  0  15001002,0,C,"5.850,00","5.850,00",0,C,,
,,7-Empenho - 13001  2024  324  0  15001002,0,C,"1.012,00","1.012,00",0,C,,
,,7-Empenho - 13001  2024  325  0  15001002,0,C,"81,23","81,23",0,C,,
,,7-Empenho - 13001  2024  326  0  15001002,0,C,"708,11","708,11",0,C,,
,,7-Empenho - 13001  2024  327  0  15001002,0,C,390,390,0,C,,
,,7-Empenho - 13001  2024  328  0  15001002,0,C,"2.074,14","2.074,14",0,C,,
,,7-Empenho - 13001  2024  329  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  33  0  16007000,0,C,650,650,0,C,,
,,7-Empenho - 13001  2024  330  0  15001002,0,C,210,210,0,C,,
,,7-Empenho - 13001  2024  331  0  15001002,0,C,542,542,0,C,,
,,7-Empenho - 13001  2024  332  0  16007000,0,C,"8.260,00","8.260,00",0,C,,
,,7-Empenho - 13001  2024  333  0  16217000,0,C,384,384,0,C,,
,,7-Empenho - 13001  2024  334  0  16217000,0,C,528,528,0,C,,
,,7-Empenho - 13001  2024  335  0  16007000,0,C,"21,6","1.799,97","1.778,37",C,,
,,7-Empenho - 13001  2024  336  0  16217000,0,C,"832,2","832,2",0,C,,
,,7-Empenho - 13001  2024  337  0  15001002,0,C,"1.589,28","1.589,28",0,C,,
,,7-Empenho - 13001  2024  338  0  15001002,0,C,"1.457,28","1.457,28",0,C,,
,,7-Empenho - 13001  2024  339  0  15001002,0,C,"1.366,20","1.366,20",0,C,,
,,7-Empenho - 13001  2024  34  0  15001002,0,C,298,298,0,C,,
,,7-Empenho - 13001  2024  340  0  15001002,0,C,"3.206,02","3.206,02",0,C,,
,,7-Empenho - 13001  2024  341  0  16217000,0,C,"198,5","198,5",0,C,,
,,7-Empenho - 13001  2024  342  0  16217000,0,C,"922,8","922,8",0,C,,
,,7-Empenho - 13001  2024  343  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  344  0  15001002,0,C,"468,92","468,92",0,C,,
,,7-Empenho - 13001  2024  345  0  15001002,0,C,"471,77","471,77",0,C,,
,,7-Empenho - 13001  2024  346  0  15001002,0,C,"59,31","59,31",0,C,,
,,7-Empenho - 13001  2024  347  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  348  0  15001002,0,C,"1.752,37","1.752,37",0,C,,
,,7-Empenho - 13001  2024  349  0  15001002,0,C,"3.421,80","3.421,80",0,C,,
,,7-Empenho - 13001  2024  35  0  16007000,0,C,"23.547,67","23.547,67",0,C,,
,,7-Empenho - 13001  2024  350  0  15001002,0,C,520,520,0,C,,
,,7-Empenho - 13001  2024  351  0  15001002,0,C,"2.927,17","2.927,17",0,C,,
,,7-Empenho - 13001  2024  352  0  15001002,0,C,"3,71","3,71",0,C,,
,,7-Empenho - 13001  2024  353  0  16217000,0,C,"985,6","985,6",0,C,,
,,7-Empenho - 13001  2024  354  0  15001002,0,C,"144,66","2.586,34","2.441,68",C,,
,,7-Empenho - 13001  2024  355  0  15001002,0,C,"5.250,00","5.250,00",0,C,,
,,7-Empenho - 13001  2024  356  0  15001002,0,C,"1.411,74","1.411,74",0,C,,
,,7-Empenho - 13001  2024  357  0  16007000,0,C,861,861,0,C,,
,,7-Empenho - 13001  2024  358  0  15001002,0,C,"1.042,36","1.042,36",0,C,,
,,7-Empenho - 13001  2024  359  0  15001002,0,C,"2.973,75","2.973,75",0,C,,
,,7-Empenho - 13001  2024  36  0  16007000,0,C,"973,28","973,28",0,C,,
,,7-Empenho - 13001  2024  360  0  16007000,0,C,"1.602,00","1.602,00",0,C,,
,,7-Empenho - 13001  2024  361  0  17597000,0,C,"6.120,00","6.120,00",0,C,,
,,7-Empenho - 13001  2024  362  0  16007000,0,C,"3.320,00","3.320,00",0,C,,
,,7-Empenho - 13001  2024  363  0  16007000,0,C,"7.100,00","7.100,00",0,C,,
,,7-Empenho - 13001  2024  364  0  15001002,0,C,"2.074,14","2.074,14",0,C,,
,,7-Empenho - 13001  2024  365  0  16007000,0,C,"4.200,00","4.200,00",0,C,,
,,7-Empenho - 13001  2024  366  0  16007000,0,C,500,500,0,C,,
,,7-Empenho - 13001  2024  367  0  15001002,0,C,"1.714,32","1.714,32",0,C,,
,,7-Empenho - 13001  2024  368  0  15001002,0,C,240,240,0,C,,
,,7-Empenho - 13001  2024  369  0  15001002,0,C,240,240,0,C,,
,,7-Empenho - 13001  2024  37  0  16007000,0,C,"1.345,41","1.345,41",0,C,,
,,7-Empenho - 13001  2024  370  0  15001002,0,C,165,165,0,C,,
,,7-Empenho - 13001  2024  371  0  15001002,0,C,450,450,0,C,,
,,7-Empenho - 13001  2024  372  0  15001002,0,C,"771,6","771,6",0,C,,
,,7-Empenho - 13001  2024  373  0  15001002,0,C,350,350,0,C,,
,,7-Empenho - 13001  2024  374  0  15001002,0,C,"109,6","109,6",0,C,,
,,7-Empenho - 13001  2024  375  0  15001002,0,C,130,130,0,C,,
,,7-Empenho - 13001  2024  376  0  15001002,0,C,45,45,0,C,,
,,7-Empenho - 13001  2024  377  0  15001002,0,C,45,45,0,C,,
,,7-Empenho - 13001  2024  378  0  15001002,0,C,240,240,0,C,,
,,7-Empenho - 13001  2024  379  0  15001002,0,C,"909,43","909,43",0,C,,
,,7-Empenho - 13001  2024  38  0  16007000,0,C,"2.731,59","2.731,59",0,C,,
,,7-Empenho - 13001  2024  380  0  15001002,0,C,350,350,0,C,,
,,7-Empenho - 13001  2024  381  0  15001002,0,C,420,420,0,C,,
,,7-Empenho - 13001  2024  382  0  15001002,0,C,140,140,0,C,,
,,7-Empenho - 13001  2024  383  0  15001002,0,C,240,240,0,C,,
,,7-Empenho - 13001  2024  384  0  15001002,0,C,640,640,0,C,,
,,7-Empenho - 13001  2024  385  0  15001002,0,C,189,189,0,C,,
,,7-Empenho - 13001  2024  386  0  15001002,0,C,"1.288,00","1.288,00",0,C,,
,,7-Empenho - 13001  2024  387  0  15001002,0,C,"1.460,00","1.460,00",0,C,,
,,7-Empenho - 13001  2024  388  0  15001002,0,C,128,128,0,C,,
,,7-Empenho - 13001  2024  389  0  15001002,0,C,63,63,0,C,,
,,7-Empenho - 13001  2024  390  0  15001002,0,C,"1.680,00","1.680,00",0,C,,
,,7-Empenho - 13001  2024  391  0  15001002,0,C,"2.559,00","2.559,00",0,C,,
,,7-Empenho - 13001  2024  392  0  16007000,0,C,"63.989,14","63.989,14",0,C,,
,,7-Empenho - 13001  2024  393  0  16007000,0,C,"113.653,80","113.653,80",0,C,,
,,7-Empenho - 13001  2024  394  0  16007000,0,C,"19.791,95","19.791,95",0,C,,
,,7-Empenho - 13001  2024  395  0  16007000,0,C,"36.556,06","36.556,06",0,C,,
,,7-Empenho - 13001  2024  396  0  16007000,0,C,"2.741,08","2.741,08",0,C,,
,,7-Empenho - 13001  2024  397  0  16007000,0,C,"1.625,73","1.625,73",0,C,,
,,7-Empenho - 13001  2024  398  0  16007000,0,C,"304,99","304,99",0,C,,
,,7-Empenho - 13001  2024  399  0  15001002,0,C,"11.866,10","11.866,10",0,C,,
,,7-Empenho - 13001  2024  4  0  16007000,0,C,"19.500,00","19.500,00",0,C,,
,,7-Empenho - 13001  2024  40  0  16007000,0,C,"102,16","102,16",0,C,,
,,7-Empenho - 13001  2024  400  0  15001002,0,C,"53.215,92","53.215,92",0,C,,
,,7-Empenho - 13001  2024  401  0  15001002,0,C,"19.094,87","19.094,87",0,C,,
,,7-Empenho - 13001  2024  402  0  15001002,0,C,"9.441,52","9.441,52",0,C,,
,,7-Empenho - 13001  2024  403  0  15001002,0,C,"712,72","712,72",0,C,,
,,7-Empenho - 13001  2024  404  0  15001002,0,C,"1.814,19","1.814,19",0,C,,
,,7-Empenho - 13001  2024  405  0  16007000,0,C,"41.532,18","41.532,18",0,C,,
,,7-Empenho - 13001  2024  406  0  16007000,0,C,"843,82","843,82",0,C,,
,,7-Empenho - 13001  2024  407  0  16007000,0,C,"5.803,32","5.803,32",0,C,,
,,7-Empenho - 13001  2024  408  0  16007000,0,C,"7.239,54","7.239,54",0,C,,
,,7-Empenho - 13001  2024  409  0  17557000,0,C,"9.746,61","9.746,61",0,C,,
,,7-Empenho - 13001  2024  41  0  16007000,0,C,"1.040,40","1.040,40",0,C,,
,,7-Empenho - 13001  2024  410  0  17557000,0,C,"1.985,58","1.985,58",0,C,,
,,7-Empenho - 13001  2024  411  0  17557000,0,C,"3.106,14","3.106,14",0,C,,
,,7-Empenho - 13001  2024  412  0  15001002,0,C,"4.962,87","4.962,87",0,C,,
,,7-Empenho - 13001  2024  413  0  17557000,0,C,"2.239,24","2.239,24",0,C,,
,,7-Empenho - 13001  2024  414  0  17557000,0,C,"1.196,32","1.196,32",0,C,,
,,7-Empenho - 13001  2024  415  0  17557000,0,C,"2.493,24","2.493,24",0,C,,
,,7-Empenho - 13001  2024  416  0  17557000,0,C,"407,68","407,68",0,C,,
,,7-Empenho - 13001  2024  417  0  16007000,0,C,702,702,0,C,,
,,7-Empenho - 13001  2024  418  0  16007000,0,C,693,693,0,C,,
,,7-Empenho - 13001  2024  419  0  16007000,0,C,"119,2","119,2",0,C,,
,,7-Empenho - 13001  2024  42  0  15001002,0,C,"3.000,00","3.000,00",0,C,,
,,7-Empenho - 13001  2024  420  0  15001002,0,C,"1.750,00","1.750,00",0,C,,
,,7-Empenho - 13001  2024  421  0  15001002,0,C,600,600,0,C,,
,,7-Empenho - 13001  2024  422  0  15001002,0,C,"7.460,00","7.460,00",0,C,,
,,7-Empenho - 13001  2024  423  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  424  0  15001002,0,C,80,80,0,C,,
,,7-Empenho - 13001  2024  425  0  17597000,0,C,36,36,0,C,,
,,7-Empenho - 13001  2024  426  0  15001002,0,C,"270,5","270,5",0,C,,
,,7-Empenho - 13001  2024  427  0  15001002,0,C,"5.869,60","5.869,60",0,C,,
,,7-Empenho - 13001  2024  428  0  15001002,0,C,"23.871,27","23.871,27",0,C,,
,,7-Empenho - 13001  2024  429  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  43  0  15001002,0,C,"1.000,00","1.000,00",0,C,,
,,7-Empenho - 13001  2024  430  0  15001002,0,C,700,700,0,C,,
,,7-Empenho - 13001  2024  431  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  432  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  433  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  434  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  435  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  436  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  437  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  438  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  439  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  44  0  15001002,0,C,924,924,0,C,,
,,7-Empenho - 13001  2024  440  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  441  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  442  0  15001002,0,C,"2.100,00","2.100,00",0,C,,
,,7-Empenho - 13001  2024  443  0  15001002,0,C,"7.584,00","7.584,00",0,C,,
,,7-Empenho - 13001  2024  444  0  16007000,0,C,"1.200,00","1.200,00",0,C,,
,,7-Empenho - 13001  2024  445  0  15001002,0,C,"1.056,00","1.056,00",0,C,,
,,7-Empenho - 13001  2024  446  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  447  0  15001002,0,C,"5.850,00","5.850,00",0,C,,
,,7-Empenho - 13001  2024  448  0  15001002,0,C,"104,13","104,13",0,C,,
,,7-Empenho - 13001  2024  449  0  15001002,0,C,"419,31","419,31",0,C,,
,,7-Empenho - 13001  2024  45  0  15001002,0,C,"2.900,00","2.900,00",0,C,,
,,7-Empenho - 13001  2024  450  0  15001002,0,C,"211,77","211,77",0,C,,
,,7-Empenho - 13001  2024  451  0  15001002,0,C,"706,22","706,22",0,C,,
,,7-Empenho - 13001  2024  452  0  15001002,0,C,325,325,0,C,,
,,7-Empenho - 13001  2024  453  0  15001002,0,C,"13.990,00","13.990,00",0,C,,
,,7-Empenho - 13001  2024  454  0  16007000,0,C,"278,8","278,8",0,C,,
,,7-Empenho - 13001  2024  455  0  16007000,0,C,"22.904,95","22.904,95",0,C,,
,,7-Empenho - 13001  2024  456  0  16007000,0,C,"1.554,72","1.554,72",0,C,,
,,7-Empenho - 13001  2024  457  0  16217000,0,C,"2.572,31","2.572,31",0,C,,
,,7-Empenho - 13001  2024  458  0  16217000,0,C,"3.251,40","3.251,40",0,C,,
,,7-Empenho - 13001  2024  459  0  16217000,0,C,"1.034,28","1.034,28",0,C,,
,,7-Empenho - 13001  2024  46  0  16007000,0,C,630,630,0,C,,
,,7-Empenho - 13001  2024  460  0  16217000,0,C,"21.537,83","21.537,83",0,C,,
,,7-Empenho - 13001  2024  461  0  15001002,0,C,850,850,0,C,,
,,7-Empenho - 13001  2024  463  0  15001002,0,C,90,90,0,C,,
,,7-Empenho - 13001  2024  464  0  15001002,0,C,90,90,0,C,,
,,7-Empenho - 13001  2024  465  0  15001002,0,C,90,90,0,C,,
,,7-Empenho - 13001  2024  466  0  15001002,0,C,163,163,0,C,,
,,7-Empenho - 13001  2024  467  0  15001002,0,C,510,510,0,C,,
,,7-Empenho - 13001  2024  468  0  15001002,0,C,140,140,0,C,,
,,7-Empenho - 13001  2024  469  0  15001002,0,C,390,390,0,C,,
,,7-Empenho - 13001  2024  47  0  15001002,0,C,"27.591,40","32.980,30","5.388,90",C,,
,,7-Empenho - 13001  2024  470  0  15001002,0,C,"2.074,14","2.074,14",0,C,,
,,7-Empenho - 13001  2024  471  0  15001002,0,C,"468,92","468,92",0,C,,
,,7-Empenho - 13001  2024  472  0  15001002,0,C,"471,77","471,77",0,C,,
,,7-Empenho - 13001  2024  473  0  15001002,0,C,"59,31","59,31",0,C,,
,,7-Empenho - 13001  2024  474  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  475  0  15001002,0,C,"50.000,00","50.000,00",0,C,,
,,7-Empenho - 13001  2024  476  0  15001002,0,C,360,360,0,C,,
,,7-Empenho - 13001  2024  477  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  478  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  479  0  15001002,0,C,200,200,0,C,,
,,7-Empenho - 13001  2024  48  0  15001002,0,C,"1.092,50","1.092,50",0,C,,
,,7-Empenho - 13001  2024  480  0  15001002,0,C,"81,23","81,23",0,C,,
,,7-Empenho - 13001  2024  481  0  15001002,0,C,"954,67","954,67",0,C,,
,,7-Empenho - 13001  2024  482  0  16007000,0,C,"1.069,60","1.069,60",0,C,,
,,7-Empenho - 13001  2024  483  0  16007000,0,C,"946,4","946,4",0,C,,
,,7-Empenho - 13001  2024  484  0  15001002,0,C,"1.068,00","1.068,00",0,C,,
,,7-Empenho - 13001  2024  485  0  16007000,0,C,"13.680,00","13.680,00",0,C,,
,,7-Empenho - 13001  2024  486  0  15001002,0,C,"19,37","19,37",0,C,,
,,7-Empenho - 13001  2024  487  0  15001002,0,C,"14.051,48","14.051,48",0,C,,
,,7-Empenho - 13001  2024  488  0  16007000,0,C,"6.500,00","6.500,00",0,C,,
,,7-Empenho - 13001  2024  489  0  16007000,0,C,153,153,0,C,,
,,7-Empenho - 13001  2024  49  0  15001002,0,C,140,140,0,C,,
,,7-Empenho - 13001  2024  490  0  16007000,0,C,"189,72","189,72",0,C,,
,,7-Empenho - 13001  2024  491  0  16007000,0,C,"933,2","933,2",0,C,,
,,7-Empenho - 13001  2024  492  0  16007000,0,C,"154,8","154,8",0,C,,
,,7-Empenho - 13001  2024  493  0  16007000,0,C,"1.372,00","1.372,00",0,C,,
,,7-Empenho - 13001  2024  494  0  16007000,0,C,"187,45","187,45",0,C,,
,,7-Empenho - 13001  2024  495  0  16007000,0,C,"852,72","852,72",0,C,,
,,7-Empenho - 13001  2024  496  0  16007000,0,C,"490,32","490,32",0,C,,
,,7-Empenho - 13001  2024  497  0  16007000,0,C,"561,5","561,5",0,C,,
,,7-Empenho - 13001  2024  498  0  16007000,0,C,72,72,0,C,,
,,7-Empenho - 13001  2024  499  0  16007000,0,C,"179,8","179,8",0,C,,
,,7-Empenho - 13001  2024  5  0  15001002,0,C,"2.219,40","2.219,40",0,C,,
,,7-Empenho - 13001  2024  50  0  15001002,0,C,"81,23","81,23",0,C,,
,,7-Empenho - 13001  2024  500  0  16007000,0,C,"178,08","178,08",0,C,,
,,7-Empenho - 13001  2024  501  0  16007000,0,C,"162,6","318,8","156,2",C,,
,,7-Empenho - 13001  2024  502  0  16007000,0,C,164,164,0,C,,
,,7-Empenho - 13001  2024  503  0  16007000,0,C,642,642,0,C,,
,,7-Empenho - 13001  2024  504  0  16007000,0,C,"499,2","499,2",0,C,,
,,7-Empenho - 13001  2024  505  0  16007000,0,C,542,542,0,C,,
,,7-Empenho - 13001  2024  506  0  16007000,0,C,"241,8","241,8",0,C,,
,,7-Empenho - 13001  2024  507  0  15001002,0,C,"4.400,00","4.400,00",0,C,,
,,7-Empenho - 13001  2024  508  0  16007000,0,C,"8.515,80","8.515,80",0,C,,
,,7-Empenho - 13001  2024  509  0  16007000,0,C,"12.224,09","12.224,09",0,C,,
,,7-Empenho - 13001  2024  51  0  15001002,0,C,"815,98","815,98",0,C,,
,,7-Empenho - 13001  2024  510  0  16007000,0,C,"475,2","475,2",0,C,,
,,7-Empenho - 13001  2024  511  0  16007000,0,C,"3.539,00","3.539,00",0,C,,
,,7-Empenho - 13001  2024  512  0  15001002,0,C,"8.026,17","8.026,17",0,C,,
,,7-Empenho - 13001  2024  513  0  16007000,0,C,792,792,0,C,,
,,7-Empenho - 13001  2024  514  0  16007000,0,C,168,168,0,C,,
,,7-Empenho - 13001  2024  515  0  16007000,0,C,"1.830,00","1.830,00",0,C,,
,,7-Empenho - 13001  2024  516  0  16007000,0,C,"3.237,00","3.237,00",0,C,,
,,7-Empenho - 13001  2024  517  0  16007000,0,C,"151,56","151,56",0,C,,
,,7-Empenho - 13001  2024  518  0  16007000,0,C,150,150,0,C,,
,,7-Empenho - 13001  2024  519  0  16007000,0,C,"437,4","437,4",0,C,,
,,7-Empenho - 13001  2024  52  0  15001002,0,C,"22,98","22,98",0,C,,
,,7-Empenho - 13001  2024  520  0  16007000,0,C,"163,64","163,64",0,C,,
,,7-Empenho - 13001  2024  521  0  16007000,0,C,"6.585,69","6.585,69",0,C,,
,,7-Empenho - 13001  2024  522  0  16007000,0,C,840,840,0,C,,
,,7-Empenho - 13001  2024  523  0  16007000,0,C,"3.580,57","3.580,57",0,C,,
,,7-Empenho - 13001  2024  524  0  16007000,0,C,831,831,0,C,,
,,7-Empenho - 13001  2024  525  0  16007000,0,C,"1.312,50","1.312,50",0,C,,
,,7-Empenho - 13001  2024  526  0  16007000,0,C,720,720,0,C,,
,,7-Empenho - 13001  2024  527  0  15001002,0,C,"5.850,00","5.850,00",0,C,,
,,7-Empenho - 13001  2024  528  0  15001002,0,C,"582,42","582,42",0,C,,
,,7-Empenho - 13001  2024  529  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  53  0  15001002,0,C,"100.000,00","100.000,00",0,C,,
,,7-Empenho - 13001  2024  530  0  15001002,0,C,100,100,0,C,,
,,7-Empenho - 13001  2024  531  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  532  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  533  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  534  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  535  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  536  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  537  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  538  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  539  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  54  0  16217000,0,C,"346,87","346,87",0,C,,
,,7-Empenho - 13001  2024  540  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  541  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  542  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  543  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  544  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  545  0  15001002,0,C,50,50,0,C,,
,,7-Empenho - 13001  2024  546  0  15001002,0,C,50,50,0,C,,
